B_FlightDistance,B_VertexChi2,H1_PX,H1_PY,H1_PZ,H1_ProbK,H1_ProbPi,H1_Charge,H1_IPChi2,H1_isMuon,H2_PX,H2_PY,H2_PZ,H2_ProbK,H2_ProbPi,H2_Charge,H2_IPChi2,H2_isMuon,H3_PX,H3_PY,H3_PZ,H3_ProbK,H3_ProbPi,H3_Charge,H3_IPChi2,H3_isMuon
10.428140428644108,4.056947456902481,-4168.055538930363,-704.9539189158659,24548.76657597072,0.7711987495422363,0.051725804805755615,-1,1002.6570754308561,0,-3393.6360927819755,-706.8745083274997,19358.78744625407,0.9179906845092773,0.03871902823448181,1,714.1745192253584,0,-8864.962492226665,-7428.640292335272,77446.17592252122,0.9345797896385193,0.1287204623222351,1,536.5851146122525,0
16.531858275848762,11.593388283177926,1493.0486154789874,1944.6009246784263,33003.91536769624,0.9535115957260132,0.10476839542388916,-1,1731.9235633311189,0,373.6139942603525,843.6145477557,30062.084751655326,0.868579089641571,0.039156824350357056,1,499.9988348573873,0,4779.029220090168,-287.82986387011266,53908.49689376795,0.8449498414993286,0.06480291485786438,1,3484.193029536157,0
4.102797048853826,11.32170806848299,-236.6940318569754,843.8091787286689,28207.109021017677,0.6551293730735779,0.04533880949020386,-1,5.033763622013831,0,-561.9058580867261,-189.3526677506001,30100.030163286603,0.6015443205833435,0.04090774059295654,1,6.588704529265151,0,-1085.332141222324,-3076.759323806124,30036.196827220017,0.9122929573059082,0.08084112405776978,1,489.0468052215283,0
3.509345964403653,5.739399308591239,123.8738069949826,856.2904591790632,51956.56661618779,0.9404837489128113,0.07822051644325256,-1,7.00589360891849,0,110.7533864619721,1070.9758642759266,24974.211721166008,0.9206026792526245,0.041739076375961304,1,2.0904238983258794,0,1639.997962134799,2660.2758914253645,19441.349313527462,0.702134907245636,0.02864128351211548,1,888.5351338924665,0
5.008580804387643,9.575566319796165,2676.3701957644685,-369.4627999340291,22901.826499742077,0.920430064201355,0.03922659158706665,1,263.1673036500923,0,1187.5715215411176,-1358.7402128302824,14198.955396935453,0.7789320349693298,0.02843683958053589,-1,395.29472177409053,0,2072.509019015238,2034.0451895906858,45720.60363321665,0.9723963737487793,0.11657962203025818,-1,312.37272904714206,0
9.065305236850817,3.527309774781341,2188.439032189452,4218.3510165596745,29432.403877216344,0.6387560367584229,0.063052237033844,1,2598.1776951485267,0,371.9831142051768,1014.7726139132349,9433.507722644737,0.686698853969574,0.04005950689315796,-1,152.01525032054224,0,3746.925576164269,836.0590247887169,44059.038357573765,0.9762893915176392,0.10487544536590576,-1,873.8242672519284,0
6.58579404110968,1.9885906292518896,-444.4759917801534,-2593.452953963407,21043.411507327168,0.8158867359161377,0.04631161689758301,1,623.3764023973631,0,-667.7930403970239,-268.8648066611128,12729.190052467453,0.5553021430969238,0.09823614358901978,-1,367.8579201456818,0,2993.504925773548,-2101.890727451159,38592.57084594941,0.9657778739929199,0.09788116812705994,-1,693.4141213342637,0
6.016036050130832,0.8447555384285619,-258.96135799993715,-486.1335825064522,34196.20431516665,0.7265812754631042,0.21126171946525574,-1,2.266225972427506,0,-1137.9211250265241,123.95528720233149,52200.49153639833,0.6712461709976196,0.09362441301345825,1,8.470020769678777,0,-2761.3222686467934,555.6083157752918,20279.104176874203,0.9446132779121399,0.05312737822532654,1,1886.9382353222195,0
20.893974640754685,3.0625669218055904,-726.8461406924782,-2170.8427965242704,43378.934066324626,0.9374039173126221,0.1319293975830078,-1,991.034581702507,0,-392.502576068625,1401.9809425422145,35165.97569205962,0.9414275884628296,0.13142967224121094,1,359.6919937275417,0,-2451.4432935575715,-1165.351622742799,55123.63232906773,0.9371098279953003,0.08294335007667542,1,236.3507641851598,0
7.718766896074888,0.9247528894843454,1226.246970121195,-413.2088560560154,13483.420383806386,0.6416568756103516,0.05667072534561157,1,1829.5201779434537,0,-474.55925586570805,-766.5969496694975,13092.232457722006,0.5842654705047607,0.046756207942962646,-1,145.57167667992636,0,-3155.4765587351117,621.4392789143618,56226.02618356373,0.9531877636909485,0.0773148238658905,-1,299.97487515942555,0
3.9847965263221488,3.664478664748203,2923.350408785391,1798.6790166178819,38734.08914431232,0.9517463445663452,0.07574215531349182,1,538.4811053580805,0,-515.7975813909637,377.1800603864422,11140.639710518337,0.630629301071167,0.07235762476921082,-1,23.27691308312221,0,-149.593589069596,-680.8109996822204,42615.24958325741,0.8080817461013794,0.17098069190979004,-1,3.4986741184838226,0
12.749789999414894,9.475244249305337,631.9700739526634,296.63034172269323,13550.908778395557,0.6566951274871826,0.08166468143463135,-1,333.1380682706086,0,931.4378288385824,1141.8794691272358,38277.705881787035,0.9313819408416748,0.19267156720161438,1,724.0954066929771,0,2013.9171014801461,-3550.000406450449,55529.5264763258,0.922803521156311,0.09728822112083435,1,949.9275594329572,0
5.331515708931949,2.248752083361861,-99.18394402104295,1192.271042274965,61603.40365521536,0.9252316951751709,0.14556139707565308,-1,9.496048970398475,0,-585.2434735040075,414.66875305634585,26713.99269683137,0.8868095874786377,0.042685121297836304,1,11.193908498212007,0,2694.0632795096176,-165.14204400574562,30468.449660660437,0.9497803449630737,0.11263096332550049,1,791.731240634627,0
14.273504932141153,3.3441600144226173,-647.3862685768242,213.8983123939824,12904.05032281389,0.6417202949523926,0.08611053228378296,-1,103.45024654604569,0,1187.8106996403733,-243.8889982944288,18308.789012611698,0.7878223657608032,0.05807533860206604,1,3154.912732408332,0,-3808.180077055161,725.4664443168779,77512.97847559782,0.5745312571525574,0.44616469740867615,1,569.3086650323072,0
11.622924615619203,0.19402909313275424,-2814.0183709309,-626.4824587685558,27966.531127578528,0.7927232980728149,0.03306221961975098,-1,727.0124490452114,0,17.257586639730743,-864.4404098556339,30400.737470239295,0.8927370309829712,0.05659106373786926,1,74.51427371244662,0,-2169.8869191575714,-141.96864424541326,10591.315757719623,0.911202073097229,0.03359955549240112,1,9311.076139093344,0
11.426955655246319,8.464571767962248,-472.3004110479088,-2079.876035039804,22300.81143379072,0.6808024048805237,0.03300461173057556,1,184.47330859340195,0,1496.744925332306,-1789.0226769124336,25202.919344530015,0.9149065017700195,0.05892208218574524,-1,2653.0473457666985,0,-3162.258538165838,-3549.702664672727,49937.50486646897,0.9247618913650513,0.09787291288375854,-1,1371.7451266921478,0
